"2020/10/26 2:52:43 PM GMT+5:30","Female","3","2","2","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 2:53:04 PM GMT+5:30","Female","4","5","4","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 2:54:22 PM GMT+5:30","Female","2","3","5","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 2:54:29 PM GMT+5:30","Female","3","4","4","1","Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 2:57:09 PM GMT+5:30","Female","4","3","5","3","Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:02:47 PM GMT+5:30","Female","4","2","2","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;‘Empty’ adjectives, e.g. divine, charming, cute.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:04:45 PM GMT+5:30","Female","3","4","4","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:12:12 PM GMT+5:30","Female","5","5","3","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:13:57 PM GMT+5:30","Male","4","2","5","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:14:24 PM GMT+5:30","Male","3","5","2","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:16:28 PM GMT+5:30","Female","4","3","4","3","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:17:09 PM GMT+5:30","Male","5","5","5","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:17:36 PM GMT+5:30","Male","5","5","5","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:17:54 PM GMT+5:30","Male","5","5","5","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:18:03 PM GMT+5:30","Male","4","1","5","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see."
"2020/10/26 3:18:11 PM GMT+5:30","Male","4","5","2","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:18:15 PM GMT+5:30","Male","2","3","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:18:49 PM GMT+5:30","Male","5","5","5","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:19:08 PM GMT+5:30","Female","2","4","5","2","Tag questions, e.g. she’s very nice, isn’t she?;‘Empty’ adjectives, e.g. divine, charming, cute.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:19:11 PM GMT+5:30","Male","5","5","5","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:19:24 PM GMT+5:30","Male","5","5","5","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:20:25 PM GMT+5:30","Male","3","3","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:20:57 PM GMT+5:30","Male","4","4","2","4","Tag questions, e.g. she’s very nice, isn’t she?;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:21:58 PM GMT+5:30","Male","1","1","1","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see."
"2020/10/26 3:22:05 PM GMT+5:30","Male","3","4","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:22:12 PM GMT+5:30","Male","1","1","1","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see."
"2020/10/26 3:22:23 PM GMT+5:30","Male","1","1","1","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see."
"2020/10/26 3:22:44 PM GMT+5:30","Male","5","5","4","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:22:55 PM GMT+5:30","Female","4","2","1","2","‘Empty’ adjectives, e.g. divine, charming, cute."
"2020/10/26 3:23:29 PM GMT+5:30","Male","3","4","5","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:23:34 PM GMT+5:30","Male","3","3","4","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:23:47 PM GMT+5:30","Male","4","2","5","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Superpolite’ forms, e.g. indirect requests, euphemisms."
"2020/10/26 3:23:54 PM GMT+5:30","Male","1","1","1","1","Intensifiers such as just and so, e.g. I like him so much."
"2020/10/26 3:24:18 PM GMT+5:30","Male","2","3","4","2","Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:24:21 PM GMT+5:30","Male","3","4","3","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:24:23 PM GMT+5:30","Male","3","2","4","1","‘Empty’ adjectives, e.g. divine, charming, cute.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:24:31 PM GMT+5:30","Male","4","2","3","5","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:25:02 PM GMT+5:30","Male","4","1","5","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Empty’ adjectives, e.g. divine, charming, cute.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:25:05 PM GMT+5:30","Male","2","4","5","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:25:05 PM GMT+5:30","Female","5","5","5","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:25:34 PM GMT+5:30","Male","3","3","2","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms."
"2020/10/26 3:26:03 PM GMT+5:30","Female","4","3","5","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:26:03 PM GMT+5:30","Male","4","2","4","2","Precise color terms, e.g. magenta, aquamarine;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:26:08 PM GMT+5:30","Female","2","2","2","4","Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much."
"2020/10/26 3:26:19 PM GMT+5:30","Male","2","4","4","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:26:19 PM GMT+5:30","Female","3","4","2","3","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:26:24 PM GMT+5:30","Female","2","5","4","4","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:26:49 PM GMT+5:30","Male","3","4","4","3","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:26:55 PM GMT+5:30","Male","4","4","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:27:24 PM GMT+5:30","Male","4","2","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?"
"2020/10/26 3:27:31 PM GMT+5:30","Male","4","5","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:27:35 PM GMT+5:30","Female","5","5","5","3","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:27:38 PM GMT+5:30","Male","1","1","2","2","Tag questions, e.g. she’s very nice, isn’t she?"
"2020/10/26 3:28:03 PM GMT+5:30","Male","1","3","1","4","‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:28:11 PM GMT+5:30","Female","1","1","5","5","Rising intonation on declaratives, e.g. it’s really good?;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:28:24 PM GMT+5:30","Male","3","5","4","3","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:28:28 PM GMT+5:30","Male","3","4","5","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:28:29 PM GMT+5:30","Male","3","2","1","1","Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:29:00 PM GMT+5:30","Male","4","4","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see."
"2020/10/26 3:29:09 PM GMT+5:30","Male","4","4","5","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:29:27 PM GMT+5:30","Male","5","5","5","5","Rising intonation on declaratives, e.g. it’s really good?;Precise color terms, e.g. magenta, aquamarine;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms."
"2020/10/26 3:29:32 PM GMT+5:30","Male","4","4","3","3","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:29:49 PM GMT+5:30","Male","3","4","4","4","Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:29:52 PM GMT+5:30","Male","3","4","4","4","Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:29:53 PM GMT+5:30","Female","5","5","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Precise color terms, e.g. magenta, aquamarine;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness."
"2020/10/26 3:29:54 PM GMT+5:30","Male","4","3","5","2","Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;Intensifiers such as just and so, e.g. I like him so much.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:30:00 PM GMT+5:30","Male","5","4","4","2","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:30:02 PM GMT+5:30","Female","3","2","5","1","Tag questions, e.g. she’s very nice, isn’t she?;Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:30:25 PM GMT+5:30","Male","3","1","2","1","‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms."
"2020/10/26 3:30:28 PM GMT+5:30","Male","4","4","3","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;Rising intonation on declaratives, e.g. it’s really good?;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:30:36 PM GMT+5:30","Male","2","4","4","3","Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms.;‘Superpolite’ forms, e.g. indirect requests, euphemisms.;Avoidance of strong swear words, e.g. fudge, my goodness.;Emphatic stress, e.g. it was a BRILLIANT performance."
"2020/10/26 3:30:42 PM GMT+5:30","Male","3","1","4","1","Rising intonation on declaratives, e.g. it’s really good?;‘Empty’ adjectives, e.g. divine, charming, cute.;‘Superpolite’ forms, e.g. indirect requests, euphemisms."
"2020/10/26 3:30:44 PM GMT+5:30","Male","5","3","4","1","Lexical hedges or fillers, e.g. you know, sort of, well, you see.;‘Empty’ adjectives, e.g. divine, charming, cute.;Intensifiers such as just and so, e.g. I like him so much.;‘Hypercorrect’ grammar, e.g. consistent use of standard verb forms."
